City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
Saint Paul Harbor,57.79,-152.4072,39.2,87,90,26.46,US,1613117072
